"id","type","project_full_name","fix_commit_hash","component","symptom","bug_pattern","complexity","project_clone_url"
"1736","Quantum","aspuru-guzik-group/tequila","a67fe808c165c5f30a30d9745cfb8155b47c7eca","Quantum Abstractions","Incorrect Final Measurement, Incorrect Output","Incorrect Application Logic","5","https://github.com/aspuru-guzik-group/tequila.git"
"1738","Quantum","aspuru-guzik-group/tequila","be70211e1b4cad4326f01f9b2f790643255a7aaa","Simulator, Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","MSB-LSB convention mismatches, Overlooked Qubit Order","5","https://github.com/aspuru-guzik-group/tequila.git"
"1742","Quantum","aspuru-guzik-group/tequila","4381d315ea1f0b17cbb68243f756d83b73d759d0","Domain-specific Abstractions","Incorrect Output","Incorrect Application Logic","20","https://github.com/aspuru-guzik-group/tequila.git"
"1744","Quantum","aspuru-guzik-group/tequila","0637f83c354c70bac95acef5a41ffa7cf3c48e3b","Domain-specific Abstractions","Incorrect Output","Incorrect Numerical Computation","1","https://github.com/aspuru-guzik-group/tequila.git"
"1745","Classical","aspuru-guzik-group/tequila","9b673ce6df5dc35eacb2f8a4bfae76ff5b243a86","Intermediate Representation","Incorrect Output","Incorrect Application Logic","4","https://github.com/aspuru-guzik-group/tequila.git"
"1750","Classical","qulacs/qulacs","b5280ea22153bf0d8079f2fd59bb26c1eefcf9c3","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","1","https://github.com/qulacs/qulacs.git"
"1752","Classical","qulacs/qulacs","93d44536cc8e58bc956cc64eccf27d0b61d68b9b","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","1","https://github.com/qulacs/qulacs.git"
"1762","Classical","qulacs/qulacs","0e6c4b22678effed137333d376474c06207114e4","Intermediate Representation","Crash - OS/PL Error, Crash","Incorrect IR - Missing Information, Wrong Static Mapping","1","https://github.com/qulacs/qulacs.git"
"1763","Quantum","qulacs/qulacs","acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43","Quantum State Evaluation, Intermediate Representation","Crash - OS/PL Error, Crash","Missing Implementation","100+","https://github.com/qulacs/qulacs.git"
"1774","Classical","qulacs/qulacs","969d1457316013a8719674226bed2e5553e2486a","Intermediate Representation","Inefficiency","Memory Leak, Misconfiguration, Misconfiguration - Installation","80","https://github.com/qulacs/qulacs.git"
"1775","Classical","qulacs/qulacs","886e1893a7d5bf041c7c94bf5bb120bec01a64a4","Quantum Abstractions","Crash - Application Error, Crash","Typo, Qubit Count Related","1","https://github.com/qulacs/qulacs.git"
"1780","Classical","qulacs/qulacs","ee001c1a63842fea1a14b5d954d88765faff0355","Quantum Abstractions, Simulator","Unclear","GPU related, Overlooked Corner Case","39","https://github.com/qulacs/qulacs.git"
"1786","Classical","qulacs/qulacs","2df908d4ea20bf47d0e07c18ed0a3ec7a5f17bf5","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","1","https://github.com/qulacs/qulacs.git"
"1797","Quantum","qulacs/qulacs","e44ed018d83c3d23ffa4309bcb9edb803845bcbf","Quantum Abstractions","Incorrect Output","Incorrect Application Logic, GPU related","4","https://github.com/qulacs/qulacs.git"
"1803","Classical","qulacs/qulacs","e6b55618d0955136a19b16cdd37a4fe5ff893d8b","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation","27","https://github.com/qulacs/qulacs.git"
"1808","Classical","qulacs/qulacs","3a22870a2217e756c4b73602930af0fc5d07c10b","Quantum Abstractions","Inefficiency","Incorrect Application Logic, Memory Leak","1","https://github.com/qulacs/qulacs.git"
"1814","Quantum","qulacs/qulacs","ae8299f5eae4c83b1741bb9c683802ceb49cf4ef","Quantum Abstractions, Intermediate Representation","Unclear","String Encoding Related, Incorrect IR - Wrong Information","9","https://github.com/qulacs/qulacs.git"
"1814-5","Quantum","qulacs/qulacs","ae8299f5eae4c83b1741bb9c683802ceb49cf4ef","Quantum Abstractions, Quantum State Evaluation","Incorrect Output","Incorrect Resources Access, Overlooked Corner Case","10","https://github.com/qulacs/qulacs.git"
"1820","Quantum","xanaduai/strawberryfields","dd7668c30c0e20730ea1d80cab91c7247e71af5f","Quantum Abstractions","Crash - OS/PL Error, Crash","Type Problem","4","https://github.com/xanaduai/strawberryfields.git"
"1828","Classical","xanaduai/strawberryfields","098caa660133c6bcdb357c2599e4a561100c5686","Machine Code Generation","Incorrect Output","Incorrect Application Logic, Incorrect IR - Missing Information","12","https://github.com/xanaduai/strawberryfields.git"
"1829","Classical","xanaduai/strawberryfields","5ecac45f620bb9769b2e2ab4ea9d456459b96131","Testing","Failing Test","API Outdated - Internal","100+","https://github.com/xanaduai/strawberryfields.git"
"183","Classical","Qiskit/qiskit-terra","8c80c6edaf0d56a756bcef3aeee6d04196e8fa04","Quantum Abstractions","Crash - Application Error, Crash","API Outdated - External","2","https://github.com/Qiskit/qiskit-terra.git"
"1836","Quantum","xanaduai/strawberryfields","5da0791d293655251bf67481aa8657315899af8d","Tutorial and Examples","Incorrect Output","Incorrect Randomenss Handling","15","https://github.com/xanaduai/strawberryfields.git"
"1839","Quantum","xanaduai/strawberryfields","bcbafdd6c98dee67f4a1e3265a1a9c6a6117c81d","Tutorial and Examples","Crash - OS/PL Error, Crash","Overlooked Corner Case","4","https://github.com/xanaduai/strawberryfields.git"
"1846","Classical","xanaduai/strawberryfields","a168124c8fc5a51e99e8808e756b7fbd678be9bd","Interface to Quantum Computer","Incorrect Output","API Misuse - Internal","2","https://github.com/xanaduai/strawberryfields.git"
"1847","Classical","xanaduai/strawberryfields","beb7500622712186a9bf7f27fd3d8f354ac17d35","Interface to Quantum Computer","Incorrect Output","API Misuse - Internal","1","https://github.com/xanaduai/strawberryfields.git"
"1851","Classical","xanaduai/strawberryfields","19b6b634e54fc612e9b92673dd25d2c3e25a09f5","Quantum State Evaluation","Crash - Application Error, Crash","Numerical Error","1","https://github.com/xanaduai/strawberryfields.git"
"1854","Classical","xanaduai/strawberryfields","2e6d558e92bcd28da0ac76d88a7eb6d59667cc69","Intermediate Representation","Incorrect Output","Incorrect Application Logic","3","https://github.com/xanaduai/strawberryfields.git"
"1854-5","Quantum","xanaduai/strawberryfields","2e6d558e92bcd28da0ac76d88a7eb6d59667cc69","Intermediate Representation","Incorrect Output","Incorrect Application Logic","5","https://github.com/xanaduai/strawberryfields.git"
"1858","Classical","xanaduai/strawberryfields","c7173f9052a1166bc1a205141033e98331cf0de9","Quantum Abstractions","Crash - OS/PL Error, Crash","Type Problem","3","https://github.com/xanaduai/strawberryfields.git"
"1860","Classical","xanaduai/strawberryfields","6fd7aaa2332eb2d283034b03984acaeb06e785ac","Quantum Abstractions","Incorrect Output","Type Problem","4","https://github.com/xanaduai/strawberryfields.git"
"1864","Quantum","xanaduai/strawberryfields","45309dcad0133d2c59a91c09ab294bef29a7a621","Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","Incorrect Application Logic","82","https://github.com/xanaduai/strawberryfields.git"
"1869","Quantum","eclipse/xacc","c334829352fc2b490c407b6a09fb767a16516bbf","Intermediate Representation","Incorrect Output","Wrong Concept","4","https://github.com/eclipse/xacc.git"
"1876","Quantum","eclipse/xacc","f1703607ca637c111ad362442ca2209354ff79a0","Optimizations","Incorrect Output","Overlooked Qubit Order, Incorrect IR - Wrong Information","2","https://github.com/eclipse/xacc.git"
"1878","Classical","eclipse/xacc","e980988e148243ed5d650317cad2870c6985f2ae","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","1","https://github.com/eclipse/xacc.git"
"1879","Quantum","eclipse/xacc","05f379494b78ad5d8b6fcd0d924b3ac6aa5be92b","Machine Code Generation","Incorrect Output","Incorrect Application Logic, Incorrect Scheduling","60","https://github.com/eclipse/xacc.git"
"1882","Classical","eclipse/xacc","9ca1673602ff7245c026954e536247d2bd0fa5f3","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","14","https://github.com/eclipse/xacc.git"
"1883","Quantum","eclipse/xacc","9898fb896b1f94d93050f622b27271aad3894a18","Optimizations","Incorrect Final Measurement, Incorrect Output","Incorrect IR - Wrong Information","2","https://github.com/eclipse/xacc.git"
"1894","Classical","eclipse/xacc","6e3d93f05c64b006c12ebce275e76fe29e5de1c4","Tutorial and Examples","Unclear","Incorrect Application Logic","24","https://github.com/eclipse/xacc.git"
"1896","Classical","eclipse/xacc","2e07972790dccbdf911a0733a8686fd7c99304c3","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation","21","https://github.com/eclipse/xacc.git"
"1897","Classical","eclipse/xacc","1d88e375a1ece7e7a45a75f052016869964f7659","Infrastructural Scripts and Glue Code, Testing","Failing Test","Misconfiguration, Misconfiguration - Building","6","https://github.com/eclipse/xacc.git"
"1900","Quantum","eclipse/xacc","771e4f8ab46e7b29204d87541da34b76b081e855","Optimizations","Incorrect Output","MSB-LSB convention mismatches, Overlooked Qubit Order, Incorrect IR - Wrong Information","32","https://github.com/eclipse/xacc.git"
"1900-5","Quantum","eclipse/xacc","771e4f8ab46e7b29204d87541da34b76b081e855","Quantum Abstractions, Machine Code Generation","Incorrect Output","Incorrect Circuit, Wrong Identifier","1","https://github.com/eclipse/xacc.git"
"1908","Classical","eclipse/xacc","faa563a831f380141b840f561fc46145d038ac65","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","5","https://github.com/eclipse/xacc.git"
"1909","Classical","eclipse/xacc","ad39126c9b6a835a88d6113fbf75d4ef5e590627","Intermediate Representation","Unclear","Type Problem","1","https://github.com/eclipse/xacc.git"
"1909-5","Classical","eclipse/xacc","ad39126c9b6a835a88d6113fbf75d4ef5e590627","Interface to Quantum Computer","Other Non-functional","API Outdated - External","1","https://github.com/eclipse/xacc.git"
"1911","Quantum","eclipse/xacc","e5252e7a6560b83a12cd50bf59d839596c2939a7","Simulator","Incorrect Output","Incorrect Application Logic","4","https://github.com/eclipse/xacc.git"
"1915","Classical","eclipse/xacc","660c9125e0c4f1e6c833b5f2fba218be5350109c","Optimizations","Incorrect Output","Incorrect IR - Missing Information","36","https://github.com/eclipse/xacc.git"
"1917","Classical","eclipse/xacc","31b22ebe4608f1a1dbe60c99870af30cd6e15092","Intermediate Representation","Crash - OS/PL Error, Crash","Overlooked Corner Case","4","https://github.com/eclipse/xacc.git"
"1918","Classical","eclipse/xacc","c60662652b46f30b791aeef0ac0728d27d125ce6","Domain-specific Abstractions, Quantum State Evaluation","Crash - OS/PL Error, Crash","Missing Implementation","6","https://github.com/eclipse/xacc.git"
"1928","Classical","rigetti/pyquil","b6ef90d22065c0b9c87788477a04f8b38f56c2eb","Interface to Quantum Computer","Crash - OS/PL Error, Crash","API Misuse - Internal","1","https://github.com/rigetti/pyquil.git"
"1936","Classical","rigetti/pyquil","92cb256530f4793fee007b6c1e8c9db4a22a1a7f","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation","1","https://github.com/rigetti/pyquil.git"
"1959","Quantum","rigetti/pyquil","c147eb4f9417af72b5f396b2859506524ecf5bf4","Simulator","Unclear","Numerical Error","97","https://github.com/rigetti/pyquil.git"
"1988","Quantum","rigetti/pyquil","604bf264ef522f721aa2ab7ee36dd007e095f732","Quantum Abstractions","Incorrect Output","Type Problem, Overlooked Corner Case","12","https://github.com/rigetti/pyquil.git"
"1991","Classical","rigetti/pyquil","adf04c9b1aa074c67bb34ea06d7f18ee06bbdfd7","Quantum State Evaluation","Incorrect Output","Incorrect IR - Missing Information, Incorrect Application Logic","10","https://github.com/rigetti/pyquil.git"
"2004","Classical","rigetti/pyquil","b9f050c6e33a036c10d6f984c3f0b0f29836d2e0","Quantum Abstractions","Crash - OS/PL Error, Crash","Type Problem","3","https://github.com/rigetti/pyquil.git"
"2005","Quantum","rigetti/pyquil","58965c33b8314cda119ff36e46b705a03835d397","Visualization and Plotting","Incorrect Visualization, Incorrect Output","Wrong Concept, Wrong Identifier","2","https://github.com/rigetti/pyquil.git"
"2007","Classical","rigetti/pyquil","75a7c7428235e017ac6740e804cce64057bc3a95","Tutorial and Examples","Crash - OS/PL Error, Crash","API Misuse - Internal","1","https://github.com/rigetti/pyquil.git"
"2018","Classical","rigetti/pyquil","279a29b432a6c12d013b26201fc53410fca4f48d","Intermediate Representation","Crash - OS/PL Error, Crash","Incorrect Application Logic, Type Problem, Overlooked Corner Case","1","https://github.com/rigetti/pyquil.git"
"2032","Classical","dwavesystems/dwave-system","4050d488f3d6ffd0a828d531127a0231527d2b6c","Quantum Abstractions","Unclear","Incorrect IR - Wrong Information","2","https://github.com/dwavesystems/dwave-system.git"
"2033","Classical","dwavesystems/dwave-system","38629d04e0e33a3a2c69ff5c85938aed49356ce1","Quantum Abstractions","Crash - Application Error, Crash","Typo, Wrong Identifier","1","https://github.com/dwavesystems/dwave-system.git"
"2043","Quantum","dwavesystems/dwave-system","e83f632479ec51e425f62305f58ecf284b557a7e","Quantum Abstractions","Crash - Application Error, Crash","Incorrect IR - Wrong Information","10","https://github.com/dwavesystems/dwave-system.git"
"2052","Classical","dwavesystems/dwave-system","e8a1fefc86f560799ded9dfc19b54e70964db17b","Testing","Failing Test","API Misuse - Internal, Flaky Test","3","https://github.com/dwavesystems/dwave-system.git"
"2056","Quantum","dwavesystems/dwave-system","d0fd4c0163e984dfd2adae43f7bc7ee7f4edc829","Quantum Abstractions","Other Non-functional","Overlooked Corner Case, Chain Strength","5","https://github.com/dwavesystems/dwave-system.git"
"2064","Classical","dwavesystems/dwave-system","91a5b5ccd746906b701fe22adca0bd5716f79a47","Quantum Abstractions","Crash - Application Error, Crash","Misconfiguration, String Bug","2","https://github.com/dwavesystems/dwave-system.git"
"2066","Classical","dwavesystems/dwave-system","ff44e1bbad1fce93a4685d65119e1b6d96cf23b2","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation, String Bug","1","https://github.com/dwavesystems/dwave-system.git"
"2067","Classical","dwavesystems/dwave-system","00fa6703c7e550314e5ea171ca4c10d15282079c","Quantum Abstractions","Incorrect Output","Incorrect Application Logic","67","https://github.com/dwavesystems/dwave-system.git"
"2068","Classical","dwavesystems/dwave-system","abce195feee853ed9a82694af72c3fb59818bb4e","Testing","Failing Test","Overlooked Corner Case","9","https://github.com/dwavesystems/dwave-system.git"
"2069","Classical","microsoft/qsharp-runtime","c245ecbc908adfa830c19be4dec5c50f58a07837","Classical Abstractions","Crash - OS/PL Error, Crash","Overlooked Corner Case","3","https://github.com/microsoft/qsharp-runtime.git"
"2070","Classical","microsoft/qsharp-runtime","e1d4c07c299b31d3486647e0ce3748df97a0d786","Machine Code Generation","Failing Test","Overlooked Corner Case","1","https://github.com/microsoft/qsharp-runtime.git"
"2076","Classical","microsoft/qsharp-runtime","00818415e46a90d880f4b4cc11a4f89ab88ff8ff","Testing","Failing Test","String Encoding Related","61","https://github.com/microsoft/qsharp-runtime.git"
"2077","Classical","microsoft/qsharp-runtime","eaafd1ba3e4e421655889bdf2f5d0daa18ae96f2","Intermediate Representation","Incorrect Output","Incorrect Application Logic","20","https://github.com/microsoft/qsharp-runtime.git"
"2082","Quantum","microsoft/qsharp-runtime","f4a4a6d959dc0e97bc8dc12fc67ddbe78423f5fe","Testing","Failing Test","Incorrect Resources Access","24","https://github.com/microsoft/qsharp-runtime.git"
"2087","Classical","microsoft/qsharp-runtime","4a5862ffae68159aa0918ec9ed7f955d30a1ade3","Machine Code Generation","Compilation Error","Incorrect Application Logic","19","https://github.com/microsoft/qsharp-runtime.git"
"2089","Classical","microsoft/qsharp-runtime","d7e1d9d3ec19f821c56493df4aa0aaf0476bcb3a","Simulator","Incorrect Output","Incorrect Randomenss Handling","40","https://github.com/microsoft/qsharp-runtime.git"
"2100","Classical","microsoft/qsharp-runtime","5f8268e42a938dc9603b8f1cf640f33e7665dedf","Testing","Unclear","API Misuse - Internal","1","https://github.com/microsoft/qsharp-runtime.git"
"2101","Classical","microsoft/qsharp-runtime","4a3eca470d79a0bb79e6beb270155f1d5bf3cc25","Intermediate Representation","Crash - OS/PL Error, Crash","Conflicting Statements","100+","https://github.com/microsoft/qsharp-runtime.git"
"2102","Classical","microsoft/qsharp-runtime","42781886d9d3dd762423e45c69323c9a53c57c0f","Simulator","Unclear","Wrong Identifier","2","https://github.com/microsoft/qsharp-runtime.git"
"2105","Classical","microsoft/qsharp-runtime","796dc27a2ec0fb72773aa25ad9057284d9327384","Simulator","Crash - Application Error, Crash","Misconfiguration, Misconfiguration - Building","9","https://github.com/microsoft/qsharp-runtime.git"
"2114","Classical","microsoft/qsharp-runtime","cd360b3fad5477930122a7402f2ae473665dc505","Testing","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Testing","100+","https://github.com/microsoft/qsharp-runtime.git"
"2117","Classical","microsoft/qsharp-runtime","a9245fb759c6a415fd8daaca733ba78a0e9d9f4f","Simulator","Unclear","Overlooked Corner Case","1","https://github.com/microsoft/qsharp-runtime.git"
"2129","Classical","microsoft/qsharp-runtime","37f2dbec543357b574140f94760e162635de893a","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Conflicting Statements","2","https://github.com/microsoft/qsharp-runtime.git"
"225","Quantum","Qiskit/qiskit-terra","a18ef48c8a9fd0182064c81c0e7d79ad1c4c0ee6","Machine Code Generation","Crash - Application Error, Crash","Barrier Related","13","https://github.com/Qiskit/qiskit-terra.git"
"234","Classical","Qiskit/qiskit-terra","6b6c370725dec7b61618c1d6f1cc62b8cf1a0907","Simulator","Crash - Application Error, Crash","Typo, Wrong Identifier","2","https://github.com/Qiskit/qiskit-terra.git"
"255","Quantum","Qiskit/qiskit-terra","00d37c780dba447551e1e544a12b3aef10a43d53","Intermediate Representation","Incorrect Output","Incorrect IR - Wrong Information","1","https://github.com/Qiskit/qiskit-terra.git"
"26","Quantum","Qiskit/qiskit-ignis","439b3ee739fde633337f89b617c18821b25da0ad","Machine Code Generation","Incorrect Output","Incorrect Numerical Computation, Incorrect IR - Wrong Information, Incorrect Scheduling","2","https://github.com/Qiskit/qiskit-ignis.git"
"27","Classical","Qiskit/qiskit-ignis","0af27dd1fdd5c4e4d2ef80d21d0375d11a1625fd","Testing","Incorrect Output","Incorrect Randomenss Handling","2","https://github.com/Qiskit/qiskit-ignis.git"
"30","Classical","Qiskit/qiskit-ignis","824372e18a42a735bbef37cd8ee61bc5d5821f9f","Quantum Abstractions","Crash - Application Error, Crash","API Outdated - External","6","https://github.com/Qiskit/qiskit-ignis.git"
"31","Quantum","Qiskit/qiskit-ignis","1f7b71999c28483064e91882ef1510ede23ba0e2","Quantum State Evaluation","Inefficiency","Overlooked Corner Case","10","https://github.com/Qiskit/qiskit-ignis.git"
"32","Classical","Qiskit/qiskit-ignis","864663d2f6212d893731ec2b5678592e4f9a4a02","Quantum State Evaluation","Incorrect Output","Incorrect Application Logic","99","https://github.com/Qiskit/qiskit-ignis.git"
"33","Classical","Qiskit/qiskit-ignis","2f47127a99b709af2ea1f844aeee8f1d90e49194","Testing","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Testing","1","https://github.com/Qiskit/qiskit-ignis.git"
"35","Classical","PennyLaneAI/pennylane","105bc044a0a35684ec961310aca212d49ba5c451","Machine Code Generation","Crash - Application Error, Crash","String Bug","2","https://github.com/PennyLaneAI/pennylane.git"
"4","Classical","Qiskit/qiskit-ignis","3694ca68abf54a03e73318e81d8932e6a7159f12","Testing","Other Non-functional","API Outdated - External","1","https://github.com/Qiskit/qiskit-ignis.git"
"505","Quantum","Qiskit/qiskit-terra","103f6ffcee69b924417f59c0cc830815b6728387","Quantum Abstractions","Crash - OS/PL Error, Crash","Overlooked Corner Case","1","https://github.com/Qiskit/qiskit-terra.git"
"514","Quantum","Qiskit/qiskit-terra","3c220265117f6d1a2a9661c7f01852b388ff5be9","Machine Code Generation","Incorrect Output","Incorrect Application Logic, Incorrect IR - Wrong Information","31","https://github.com/Qiskit/qiskit-terra.git"
"53","Classical","PennyLaneAI/pennylane","504c58d74a6496d9dc72fe1667bac656f2ada18b","Quantum Abstractions","Crash - OS/PL Error, Crash","Type Problem, Incorrect IR - Wrong Information","1","https://github.com/PennyLaneAI/pennylane.git"
"556","Quantum","Qiskit/qiskit-terra","32aba60331d6a6789e4656fb5c772d913e17389c","Machine Code Generation","Incorrect Output","Incorrect Scheduling","8","https://github.com/Qiskit/qiskit-terra.git"
"567","Classical","Qiskit/qiskit-terra","e8c5a7e41b20fe3a4a1370d95a08be0c9b47c489","Optimizations","Incorrect Final Measurement, Incorrect Output","Incorrect Application Logic, Overlooked Corner Case","2","https://github.com/Qiskit/qiskit-terra.git"
"663","Quantum","Qiskit/qiskit-terra","04f20797eaa1a460e405adb8333508cd73bc448b","Optimizations","Crash - Application Error, Crash","API Misuse - Internal, Incorrect Application Logic","11","https://github.com/Qiskit/qiskit-terra.git"
"679","Classical","Qiskit/qiskit-terra","0885e65b630204330113e5f7e570d84dec2ba293","Visualization and Plotting","Crash - OS/PL Error, Crash","Concurrency","2","https://github.com/Qiskit/qiskit-terra.git"
"68","Classical","PennyLaneAI/pennylane","4d5ce6ce11c416b68f0918e7e3ef74e1a75d8b55","Testing","Failing Test","Misconfiguration, Misconfiguration - Testing","91","https://github.com/PennyLaneAI/pennylane.git"
"7","Classical","Qiskit/qiskit-ignis","23d5ef8231d0bb95cb03ad9b1b62ee37757b24b3","Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","Incorrect Application Logic","100+","https://github.com/Qiskit/qiskit-ignis.git"
"700","Quantum","Qiskit/qiskit-terra","b0d31257972f2c87cb4d549429372192d0e159e7","Quantum Abstractions","Incorrect Output","Incorrect IR - Wrong Information, Overlooked Corner Case","5","https://github.com/Qiskit/qiskit-terra.git"
"733","Classical","Qiskit/qiskit-terra","c00602aadf4062b65ab3862fb729a85b20bf004b","Interface to Quantum Computer","Crash - OS/PL Error, Crash","API Misuse - Internal","1","https://github.com/Qiskit/qiskit-terra.git"
"75","Quantum","PennyLaneAI/pennylane","d6ea8b514d41125471b82e821e15ab270003f71a","Quantum Abstractions, Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","Wrong Concept","13","https://github.com/PennyLaneAI/pennylane.git"
"75-5","Quantum","PennyLaneAI/pennylane","d6ea8b514d41125471b82e821e15ab270003f71a","Quantum Abstractions, Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","MSB-LSB convention mismatches","10","https://github.com/PennyLaneAI/pennylane.git"
"76","Classical","PennyLaneAI/pennylane","2096a60c3f94fa9c06dd6a414f8d93b690f136f6","Domain-specific Abstractions","Incorrect Output","API Misuse - External, Wrong Identifier","1","https://github.com/PennyLaneAI/pennylane.git"
"787","Quantum","Qiskit/qiskit-terra","cb2110957e4b22df8d1bfe42e353fae83af2a14b","Quantum Abstractions","Incorrect Output","Incorrect IR - Missing Information, Imprecise Result","6","https://github.com/Qiskit/qiskit-terra.git"
"862","Quantum","Qiskit/qiskit-terra","d2098068d31f4c04e7dee228a27951a3dde3b4f9","Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output","String Encoding Related","6","https://github.com/Qiskit/qiskit-terra.git"
"950","Classical","Qiskit/qiskit-aer","29c8ca5bccad8ec76c5d269c14832d7df4ae6e64","Infrastructural Scripts and Glue Code","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","42","https://github.com/Qiskit/qiskit-aer.git"
"953","Classical","Qiskit/qiskit-aer","e25aaaea83eaba1319cd0c770d47d1afd2156e0a","Simulator, Quantum State Evaluation","Crash - OS/PL Error, Crash","Overlooked Corner Case","1","https://github.com/Qiskit/qiskit-aer.git"
"964","Quantum","Qiskit/qiskit-aer","cf5d8027d5a70f45751f1369f548b65c666442e1","Quantum Abstractions, Simulator","Crash - OS/PL Error, Crash","Wrong Concept, Overlooked Corner Case, Wrong Identifier","1","https://github.com/Qiskit/qiskit-aer.git"
"968","Classical","Qiskit/qiskit-aer","6e4b479700f04ccf1a421b819e88fc2218dcdbd3","Simulator","Crash - OS/PL Error, Crash","Incorrect Application Logic","1","https://github.com/Qiskit/qiskit-aer.git"
"980","Classical","Qiskit/qiskit-aer","43580139161c5b96456ff984fa84a47c5fbcca9a","Simulator","Incorrect Final Measurement, Incorrect Output","Typo, Wrong Static Mapping","1","https://github.com/Qiskit/qiskit-aer.git"
